case_id,age,gender,business_sector,business_age_yrs,num_applicants,cibil_score,num_active_loans,num_overdue_accounts,loan_ask_lakhs,annual_gst_turnover_lakhs,gst_seasonality_cv,revenue_lakhs,cogs_pct,net_profit_margin_pct,cash_profit_lakhs,total_assets_lakhs,total_debt_lakhs,net_worth_lakhs,debt_to_equity,current_ratio,debtors_days,creditors_days,avg_bank_balance_lakhs,total_credits_12m_lakhs,total_debits_12m_lakhs,num_cheque_bounces,num_emi_bounces,bank_credit_to_revenue,loan_to_revenue,loan_to_net_worth,abb_to_loan,cash_profit_to_loan,foir,risk_label,risk_label_3class
GC-LAP-00099,42,F,Manufacturing,7,1,805.0,2,0,61.6,108.0,0.1243,94.2,88.5,8.12,10.2,180.3,101.9,78.4,1.299,2.01,62.0,82,45.03,108.7,84.4,2.0,0,1.154,0.654,0.785,0.731,0.166,2.037,Medium-Low,Low
GC-LAP-00100,40,M,Manufacturing,7,3,736.0,3,0,224.3,158.1,0.1205,188.6,66.3,17.16,45.4,195.6,30.6,165.0,0.185,,70.0,72,10.78,109.8,103.2,0.0,0,0.582,1.189,1.359,0.0481,0.202,1.109,Medium,Medium
GC-LAP-00101,30,M,Retail,17,1,709.0,3,0,187.3,328.0,0.3517,387.6,57.6,33.4,142.9,442.5,194.3,248.2,0.783,1.4,55.0,66,22.56,457.5,436.0,0.0,0,1.18,0.483,0.755,0.1204,0.763,0.315,Low,Low
GC-LAP-00102,38,M,Trading,11,3,686.0,3,0,116.3,863.0,0.3596,844.8,52.5,29.64,291.3,495.0,116.4,378.6,0.307,0.46,89.0,78,23.19,409.9,434.5,1.0,2,0.485,0.138,0.307,0.1994,2.505,0.119,Medium,Medium
GC-LAP-00103,39,M,Trading,1,2,819.0,1,1,121.1,348.6,0.0865,397.3,49.9,24.85,110.4,407.6,138.6,269.0,0.515,1.63,13.0,43,21.59,214.8,200.4,0.0,1,0.541,0.305,0.45,0.1783,0.912,0.212,Medium-Low,Low
GC-LAP-00104,35,F,Food_Processing,6,2,732.0,3,0,137.2,574.2,0.1756,649.5,51.2,17.71,129.4,506.7,209.4,297.3,0.704,0.73,84.0,41,43.27,517.8,397.1,1.0,0,0.797,0.211,0.462,0.3154,0.943,0.292,Low,Low
GC-LAP-00105,40,M,Construction,5,2,633.0,0,0,91.3,381.1,0.1806,375.8,60.2,33.08,135.1,448.9,228.0,220.9,1.032,1.17,104.0,6,19.09,460.3,491.1,3.0,0,1.225,0.243,0.413,0.2091,1.479,0.097,Low,Low
GC-LAP-00106,45,M,Manufacturing,7,3,617.0,0,0,43.6,268.2,0.1497,330.4,49.3,35.94,127.2,288.1,127.3,160.7,0.792,1.47,154.0,83,13.57,359.7,305.1,3.0,0,1.089,0.132,0.271,0.3112,2.919,0.049,Medium-Low,Low
GC-LAP-00107,57,M,Manufacturing,12,2,726.0,3,1,97.8,162.5,0.1604,159.6,73.4,19.22,38.9,153.2,128.0,25.2,5.077,2.31,80.0,97,4.13,152.8,146.2,0.0,1,0.957,0.613,3.878,0.0422,0.398,0.824,Medium-High,High
GC-LAP-00108,43,M,Trading,9,1,,1,1,160.8,390.0,0.1348,409.8,48.6,35.63,161.1,446.4,313.5,132.8,2.36,2.7,112.0,79,,393.8,351.2,0.0,0,0.961,0.392,1.211,0.234,1.002,0.181,Low,Low
GC-LAP-00109,44,M,Services,9,1,664.0,2,0,212.5,710.5,0.1875,619.9,57.3,29.4,212.5,894.0,368.7,525.3,0.702,1.19,74.0,52,24.62,518.0,493.3,0.0,1,0.836,0.343,0.405,0.1159,1.0,0.2,Medium,Medium
GC-LAP-00110,41,M,Retail,16,2,629.0,3,2,125.3,123.6,0.1505,134.9,76.6,13.45,25.1,200.3,73.2,127.0,0.576,2.07,84.0,91,14.61,147.0,117.2,0.0,0,1.089,0.929,0.986,0.1166,0.2,1.436,Medium-High,High
GC-LAP-00111,26,M,Trading,6,1,602.0,1,1,83.6,447.7,0.1736,532.1,52.1,30.39,173.5,750.8,109.9,641.0,0.171,0.72,74.0,95,12.54,611.6,606.6,1.0,0,1.149,0.157,0.13,0.15,2.075,0.104,Medium-Low,Low
GC-LAP-00112,41,F,Textiles,19,2,674.0,3,0,168.0,203.1,0.7476,202.8,64.4,20.17,51.4,330.9,251.8,79.1,3.184,1.27,90.0,26,3.14,205.7,189.1,0.0,0,1.014,0.828,2.124,0.0187,0.306,0.821,Medium-High,High
GC-LAP-00113,42,M,Manufacturing,6,2,698.0,1,0,133.2,383.9,0.4557,385.9,60.3,26.38,103.7,354.3,236.7,117.5,2.015,1.66,90.0,50,7.98,287.4,243.7,0.0,2,0.745,0.345,1.134,0.0599,0.779,0.243,Low,Low
GC-LAP-00114,61,M,Trading,10,1,761.0,3,0,64.2,178.6,0.097,127.1,43.0,16.08,21.1,158.2,63.0,95.2,0.662,0.3,153.0,17,40.91,132.3,144.1,0.0,0,1.041,0.505,0.675,0.6372,0.328,1.293,Low,Low
GC-LAP-00115,40,M,Logistics,8,2,712.0,3,2,40.8,332.1,0.1724,397.3,63.3,14.09,66.0,596.2,318.9,277.3,1.15,2.19,53.0,27,10.71,422.2,318.4,1.0,0,1.063,0.103,0.147,0.2625,1.617,0.362,Medium-Low,Low
GC-LAP-00116,44,M,Manufacturing,10,2,783.0,2,1,86.9,154.6,0.3752,149.4,59.2,22.48,34.8,158.5,106.7,51.8,2.058,1.12,106.0,90,5.72,125.2,119.9,2.0,0,0.838,0.582,1.676,0.0658,0.4,0.704,Medium,Medium
GC-LAP-00117,41,M,Textiles,12,3,756.0,1,1,299.5,591.6,0.2058,552.8,73.2,17.83,115.2,668.9,490.9,178.0,2.758,1.28,101.0,73,19.24,653.9,510.3,1.0,0,1.183,0.542,1.683,0.0642,0.385,0.426,High,High
GC-LAP-00118,32,M,Construction,12,1,750.0,2,0,167.5,311.9,0.3417,298.6,70.1,19.21,58.8,364.7,121.0,243.7,0.496,1.84,20.0,53,6.24,194.7,204.9,0.0,1,0.652,0.561,0.687,0.0373,0.351,0.614,Medium-Low,Low
GC-LAP-00119,51,F,Manufacturing,6,3,778.0,3,1,292.4,1049.4,0.082,848.8,75.3,14.57,137.1,1181.4,289.3,892.1,0.324,2.03,92.0,45,32.93,802.1,737.4,0.0,0,0.945,0.345,0.328,0.1126,0.469,0.439,Low,Low
GC-LAP-00120,48,M,Services,4,3,636.0,1,0,117.6,371.4,0.3033,375.5,59.7,19.53,83.4,648.8,394.9,253.9,1.556,1.36,91.0,32,32.3,385.7,368.5,3.0,0,1.027,0.313,0.463,0.2747,0.71,0.275,Medium-Low,Low
GC-LAP-00121,48,M,Services,22,2,687.0,1,1,117.3,149.1,0.1387,130.1,54.5,29.26,42.5,162.0,96.3,65.7,1.465,1.58,99.0,73,11.17,105.6,104.5,0.0,0,0.812,0.901,1.785,0.0952,0.363,0.538,Medium,Medium
GC-LAP-00122,34,M,Food_Processing,7,3,864.0,3,2,23.8,98.6,0.1031,97.7,46.1,29.64,33.8,144.4,68.8,75.7,0.909,1.93,33.0,67,24.37,100.0,101.3,0.0,0,1.024,0.244,0.315,1.0239,1.422,0.633,Medium-Low,Low
GC-LAP-00123,53,M,Trading,13,2,605.0,5,0,38.1,811.0,0.2069,900.6,60.1,18.71,186.9,988.8,387.8,601.0,0.645,1.61,76.0,87,,882.3,808.5,3.0,0,0.98,0.042,0.063,0.2,4.907,0.19,Medium,Medium
GC-LAP-00124,30,M,Trading,1,1,702.0,0,0,158.2,197.4,0.2388,192.6,86.6,4.89,17.1,373.7,160.6,213.1,0.754,0.56,123.0,72,18.53,214.4,219.3,0.0,0,1.113,0.821,0.743,0.1171,0.108,1.336,Medium-High,High
GC-LAP-00125,46,M,Manufacturing,8,2,748.0,2,0,134.6,150.4,0.1457,145.6,46.3,29.13,46.2,213.4,151.2,62.2,2.432,1.51,58.0,75,12.46,157.0,145.8,0.0,0,1.078,0.924,2.164,0.0926,0.343,0.679,Medium-High,High
GC-LAP-00126,59,M,Construction,9,2,607.0,3,0,30.8,768.8,0.2289,1031.6,67.0,12.51,173.4,862.7,508.6,354.1,1.436,2.08,97.0,51,10.69,988.7,798.9,2.0,1,0.958,0.03,0.087,0.3471,5.63,0.129,Low,Low
GC-LAP-00127,34,M,Trading,12,3,674.0,2,0,129.9,221.3,0.2563,190.1,80.3,11.62,25.4,193.1,19.4,173.7,0.111,1.88,115.0,47,16.06,209.8,230.8,0.0,0,1.104,0.683,0.748,0.1236,0.195,1.209,Low,Low
GC-LAP-00128,37,M,Manufacturing,1,2,839.0,3,1,219.4,568.3,0.1117,569.0,68.0,24.66,161.2,609.9,306.9,303.0,1.013,1.37,100.0,57,7.99,455.6,402.8,0.0,0,0.801,0.386,0.724,0.0364,0.735,0.308,Medium-Low,Low
GC-LAP-00129,42,F,Logistics,10,2,730.0,3,0,144.9,384.0,0.2655,433.4,76.7,14.74,70.1,501.5,167.1,334.4,0.5,1.8,40.0,31,9.85,406.6,407.2,3.0,1,0.938,0.334,0.433,0.068,0.484,0.554,Medium-Low,Low
GC-LAP-00130,37,M,Trading,4,2,685.0,2,0,87.2,78.5,0.1647,92.9,75.7,14.5,16.3,155.4,79.0,76.4,1.034,1.62,63.0,48,8.15,71.6,78.7,0.0,0,0.77,0.939,1.141,0.0935,0.187,1.505,Medium,Medium
GC-LAP-00131,29,M,Manufacturing,11,1,732.0,1,1,26.9,,0.0553,405.0,57.3,17.75,79.2,592.2,294.4,297.8,0.989,0.48,,64,15.96,362.3,340.7,0.0,0,0.895,0.066,0.09,0.5933,2.946,0.125,Medium-Low,Low
GC-LAP-00132,42,M,Construction,4,1,685.0,1,1,153.0,151.8,0.2436,168.9,61.6,23.44,45.7,105.9,18.7,87.1,0.215,1.34,120.0,63,38.92,121.0,84.1,0.0,0,0.716,0.906,1.756,0.2544,0.299,0.613,Medium-Low,Low
GC-LAP-00133,33,M,Retail,5,2,822.0,2,2,70.4,126.5,0.1852,125.3,75.2,15.36,23.8,138.3,31.2,107.1,0.291,1.75,37.0,78,2.79,125.4,107.5,1.0,0,1.001,0.562,0.658,0.0396,0.338,0.929,Medium,Medium
GC-LAP-00134,45,M,Manufacturing,8,1,660.0,3,0,163.1,63.6,0.026,80.6,60.2,24.53,22.1,110.5,44.5,66.0,0.674,1.94,105.0,67,3.13,59.8,53.0,0.0,1,0.742,2.024,2.471,0.0192,0.135,1.881,Medium-High,High
GC-LAP-00135,34,M,Manufacturing,4,1,688.0,5,0,182.4,133.6,0.3126,147.7,53.9,14.35,27.5,160.8,121.5,39.3,3.096,1.37,74.0,69,9.88,152.2,140.1,0.0,0,1.031,1.235,4.647,0.0542,0.151,2.05,Medium-High,High
GC-LAP-00136,54,M,Manufacturing,7,2,630.0,1,0,208.5,233.6,0.1935,253.7,67.5,15.93,51.9,376.5,80.0,296.5,0.27,1.64,53.0,35,13.13,161.6,162.2,0.0,0,0.637,0.822,0.703,0.063,0.249,0.693,Medium,Medium
GC-LAP-00137,35,M,Manufacturing,4,2,702.0,1,0,150.8,317.1,0.4076,412.2,67.3,17.34,78.8,458.6,257.1,201.5,1.276,0.83,65.0,142,14.68,313.8,322.5,,0,0.761,0.366,0.748,0.0973,0.522,0.352,Low,Low
GC-LAP-00138,39,M,Construction,1,2,709.0,1,0,97.5,333.4,0.2108,350.0,57.7,28.44,,402.9,259.0,143.9,,1.89,31.0,52,46.61,422.9,367.6,0.0,0,1.208,0.279,0.677,0.4781,1.142,0.18,Medium-Low,Low
GC-LAP-00139,48,M,Services,15,3,791.0,2,0,170.5,556.6,0.1077,517.3,65.3,20.01,130.8,536.6,26.8,509.8,0.053,2.17,108.0,107,32.6,541.9,436.4,0.0,0,1.047,0.33,0.334,0.1912,0.767,0.279,Low,Low
GC-LAP-00140,32,M,Construction,3,1,658.0,1,0,65.3,91.2,0.2995,77.6,43.6,49.02,39.2,109.1,55.3,53.7,1.03,1.84,66.0,20,17.18,85.4,74.3,0.0,0,1.101,0.841,1.215,0.2631,0.601,0.393,Medium-Low,Low
GC-LAP-00141,43,M,Services,9,1,749.0,1,0,265.0,69.9,0.2386,66.2,43.9,24.75,18.4,101.6,84.7,16.9,5.018,1.8,58.0,74,31.52,61.5,61.6,0.0,1,0.928,4.002,15.695,0.1189,0.069,2.404,Medium-Low,Low
GC-LAP-00142,52,M,Retail,13,2,725.0,6,2,79.7,1704.7,0.1679,2089.1,58.4,28.24,668.2,1914.2,1216.5,697.7,1.744,1.88,105.0,58,18.29,1953.1,1973.8,0.0,0,0.935,0.038,0.114,0.2295,8.384,0.071,Medium,Medium
GC-LAP-00143,29,F,Services,6,2,606.0,1,0,355.9,288.3,0.1723,265.9,52.1,41.25,111.4,402.0,295.4,106.6,2.772,2.26,78.0,46,74.57,204.5,198.0,0.0,0,0.769,1.338,3.34,0.2095,0.313,0.514,Medium,Medium
GC-LAP-00144,43,M,Food_Processing,5,2,676.0,3,0,103.3,436.1,0.2276,462.6,57.1,26.87,152.2,611.9,419.1,192.8,2.174,2.32,88.0,68,12.03,385.3,346.6,3.0,0,0.833,0.223,0.536,0.1165,1.474,0.216,Low,Low
GC-LAP-00145,44,M,Services,11,1,674.0,0,1,161.5,109.6,0.2577,106.3,79.9,5.73,8.0,172.3,18.8,153.5,0.123,1.18,114.0,41,27.29,73.9,60.6,0.0,0,0.696,1.519,1.052,0.169,0.049,2.921,Medium-High,High
GC-LAP-00146,48,M,Retail,15,2,820.0,3,0,129.4,483.5,0.2039,527.8,49.6,23.51,135.8,581.4,250.4,331.0,0.757,1.75,97.0,107,4.24,584.1,451.4,3.0,0,1.107,0.245,0.391,0.0328,1.049,0.27,Low,Low
GC-LAP-00147,32,M,Trading,4,2,752.0,0,0,40.7,625.0,0.1676,627.1,45.3,28.52,196.1,812.5,367.9,444.7,0.827,1.31,75.0,91,37.57,821.2,534.0,0.0,1,1.31,0.065,0.092,0.9231,4.817,0.03,Low,Low
GC-LAP-00148,31,M,Trading,9,1,728.0,0,0,165.6,78.8,0.1063,73.6,52.6,27.67,21.5,114.6,59.2,55.4,1.069,2.06,72.0,62,22.39,50.7,48.2,0.0,0,0.689,2.251,2.99,0.1352,0.13,1.11,Medium-Low,Low
GC-LAP-00149,46,M,Retail,1,1,462.0,1,1,75.6,422.2,0.3557,392.1,82.7,13.74,68.4,348.3,102.6,245.6,0.418,1.54,37.0,40,15.45,404.9,364.0,0.0,0,1.033,0.193,0.308,0.2044,0.905,0.247,Medium,Medium
GC-LAP-00150,44,M,Manufacturing,8,2,605.0,2,1,111.7,416.9,0.1301,489.5,61.9,19.4,119.6,559.3,208.4,350.9,0.594,1.76,26.0,80,8.11,551.5,606.7,1.0,0,1.127,0.228,0.318,0.0726,1.07,0.235,Medium-Low,Low
GC-LAP-00151,44,F,Services,10,1,763.0,3,0,123.4,52.4,0.3768,53.9,58.7,27.01,16.7,28.4,17.3,11.1,1.557,1.28,123.0,17,9.17,42.0,39.4,,2,0.779,2.289,11.115,0.0743,0.135,2.145,Low,Low
GC-LAP-00152,44,M,Construction,5,1,766.0,1,0,64.7,340.9,0.4881,398.2,64.1,18.79,89.5,251.5,116.3,135.3,0.86,1.96,10.0,20,67.55,355.7,298.5,0.0,0,0.893,0.162,0.478,1.044,1.383,0.171,Low,Low
GC-LAP-00153,36,M,Retail,7,1,675.0,1,0,83.5,190.0,0.1732,178.0,50.5,11.11,27.3,145.9,99.6,46.3,2.152,1.65,39.0,35,12.76,185.0,163.9,0.0,0,1.039,0.469,1.805,0.1528,0.326,0.661,Medium-Low,Low
GC-LAP-00154,43,F,Services,2,1,721.0,5,0,255.0,414.2,0.0852,472.4,41.7,35.75,179.4,495.7,235.5,260.2,0.905,1.74,62.0,5,68.28,424.2,386.1,1.0,2,0.898,0.54,0.98,0.2678,0.704,0.372,Medium-Low,Low
GC-LAP-00155,44,M,Trading,10,1,717.0,4,2,54.5,489.2,0.2171,450.8,58.4,35.25,168.1,472.3,205.6,266.7,0.771,1.62,38.0,5,6.02,491.5,386.0,0.0,0,1.09,0.121,0.204,0.1105,3.085,0.189,Medium,Medium
GC-LAP-00156,36,M,Trading,15,1,730.0,0,0,171.1,416.5,0.2916,327.2,65.4,20.08,83.5,559.6,358.5,201.1,1.783,1.81,74.0,84,14.77,345.7,322.6,1.0,2,1.057,0.523,0.851,0.0863,0.488,0.295,Medium-Low,Low
GC-LAP-00157,56,M,Textiles,4,1,697.0,2,1,95.6,242.0,0.1981,246.0,70.2,19.8,58.9,416.2,72.4,343.8,0.211,1.77,121.0,45,12.71,290.5,183.6,2.0,0,1.181,0.389,0.278,0.1329,0.616,0.438,Medium,Medium
GC-LAP-00158,45,M,Trading,6,2,768.0,5,0,218.6,221.6,0.1205,262.9,67.0,22.53,61.4,235.0,155.6,79.5,1.958,1.93,111.0,63,14.72,259.3,285.2,2.0,0,0.986,0.832,2.751,0.0673,0.281,1.001,Medium-Low,Low
GC-LAP-00159,32,M,Retail,12,1,786.0,2,0,183.3,347.9,0.3571,401.0,47.5,22.35,111.9,459.9,215.3,244.6,0.88,1.87,102.0,49,29.95,437.0,480.7,2.0,0,1.09,0.457,0.749,0.1634,0.611,0.343,Medium-High,High
GC-LAP-00160,47,M,Manufacturing,16,2,662.0,2,0,79.1,250.3,0.1881,235.0,47.5,26.36,74.1,341.9,190.6,151.2,1.261,1.44,34.0,53,5.39,133.8,141.2,1.0,0,0.569,0.337,0.523,0.0681,0.936,0.316,Low,Low
GC-LAP-00161,34,M,Trading,2,2,648.0,2,0,181.0,106.6,0.0732,117.9,55.5,19.36,27.6,112.5,19.2,93.3,0.206,1.31,85.0,30,5.03,88.4,86.8,0.0,0,0.75,1.535,1.939,0.0278,0.152,1.38,Medium-High,High
GC-LAP-00162,48,M,Trading,9,1,672.0,4,1,85.3,343.7,0.0889,371.3,51.3,39.87,166.4,486.2,152.9,333.4,0.459,1.64,88.0,54,7.15,434.6,432.8,0.0,2,1.17,0.23,0.256,0.0838,1.95,0.218,Low,Low
GC-LAP-00163,51,M,Construction,11,1,722.0,3,0,334.9,264.0,,260.9,59.0,22.73,73.0,342.8,244.9,97.9,2.501,1.03,45.0,40,26.95,251.4,215.0,3.0,2,0.964,1.284,3.421,0.0805,0.218,0.907,Medium,Medium
GC-LAP-00164,35,M,Trading,9,2,741.0,5,0,129.0,263.7,0.1444,273.4,38.2,24.02,73.6,221.3,49.7,171.6,0.29,2.2,47.0,54,126.78,327.8,280.6,0.0,0,1.199,0.472,0.752,0.9828,0.571,0.66,Medium,Medium
GC-LAP-00165,49,M,Manufacturing,1,1,767.0,4,0,97.9,233.7,0.2325,281.7,52.1,31.78,102.2,583.0,319.9,263.1,1.216,2.51,73.0,23,18.94,224.2,216.1,2.0,1,0.796,0.348,0.372,0.1935,1.044,0.373,Low,Low
GC-LAP-00166,45,M,Manufacturing,12,2,778.0,3,0,93.3,261.2,0.19,260.4,73.0,20.86,72.5,279.7,109.0,170.7,0.639,1.41,92.0,61,11.23,256.2,242.6,0.0,0,0.984,0.358,0.547,0.1204,0.778,0.433,Low,Low
GC-LAP-00167,48,M,Trading,17,2,741.0,3,1,96.9,190.2,0.3009,177.5,59.7,34.5,64.9,245.6,152.0,93.6,1.624,2.03,16.0,54,24.08,186.8,150.8,0.0,0,1.052,0.546,1.035,0.2485,0.67,0.492,Low,Low
GC-LAP-00168,57,M,Manufacturing,10,1,733.0,4,0,100.6,546.5,0.2201,594.7,61.5,31.1,201.1,542.4,333.5,208.8,1.597,1.23,68.0,42,81.28,758.2,707.1,1.0,0,1.275,0.169,0.482,0.808,1.999,0.191,Low,Low
GC-LAP-00169,40,M,Trading,4,2,818.0,2,0,184.6,221.1,0.2202,193.4,74.9,12.93,27.5,328.9,81.9,247.0,0.332,0.81,81.0,93,10.64,191.8,150.3,1.0,2,0.991,0.954,0.747,0.0576,0.149,1.401,Medium,Medium
GC-LAP-00170,35,M,Retail,7,3,720.0,1,0,89.1,317.3,0.2552,324.0,59.1,28.06,99.5,191.5,104.2,87.3,1.193,0.89,20.0,32,6.58,382.5,396.2,0.0,0,1.18,0.275,1.02,0.0738,1.117,0.189,Medium-High,High
GC-LAP-00171,34,M,Trading,18,1,755.0,0,0,72.5,182.9,0.302,203.8,67.8,15.8,42.5,323.3,77.1,246.3,0.313,1.2,39.0,51,20.75,247.6,207.5,0.0,0,1.214,0.356,0.294,0.2862,0.586,0.246,Low,Low
GC-LAP-00172,35,M,Trading,14,1,739.0,2,0,228.5,139.4,0.0824,149.5,66.7,18.12,29.4,188.6,120.7,68.0,1.775,0.94,81.0,55,23.92,123.2,135.6,,0,0.825,1.529,3.362,0.1047,0.129,1.528,Medium-Low,Low
GC-LAP-00173,41,M,Logistics,13,2,709.0,3,0,271.5,277.0,0.2088,279.4,76.8,13.55,50.4,405.9,336.7,69.2,4.864,2.17,46.0,78,22.65,239.7,234.1,0.0,0,0.858,0.972,3.922,0.0834,0.186,1.133,Medium,Medium
GC-LAP-00174,44,F,Trading,11,3,710.0,1,0,75.2,481.7,0.1261,519.5,43.2,29.22,179.1,616.4,158.5,457.9,0.346,1.77,58.0,84,104.48,492.2,431.9,0.0,0,0.947,0.145,0.164,1.3894,2.382,0.094,Low,Low
GC-LAP-00175,44,M,Food_Processing,6,1,799.0,0,1,100.7,619.9,0.1723,718.4,72.7,14.99,111.3,843.8,450.9,392.9,1.148,1.72,97.0,5,7.93,606.5,486.6,0.0,0,0.844,0.14,0.256,0.0787,1.105,0.13,Low,Low
GC-LAP-00176,48,M,Trading,8,1,714.0,3,0,253.1,495.0,0.3155,605.6,43.4,16.22,110.2,676.3,250.1,426.2,0.587,2.04,95.0,100,21.74,432.0,369.7,2.0,0,0.713,0.418,0.594,0.0859,0.435,0.494,Low,Low
GC-LAP-00177,42,M,Trading,9,1,698.0,3,0,158.1,154.9,0.6509,117.8,52.5,16.83,26.0,115.9,62.8,53.1,1.182,1.7,88.0,90,10.77,148.9,126.7,3.0,0,1.264,1.342,2.977,0.0681,0.165,1.566,Medium-High,High
GC-LAP-00178,53,M,Trading,12,1,675.0,2,0,313.2,311.9,0.1602,272.7,55.8,,95.2,328.6,126.8,201.8,0.629,,76.0,36,7.55,249.9,250.8,0.0,0,0.916,1.148,1.552,0.0241,0.304,0.6,Medium-Low,Low
GC-LAP-00179,39,F,Services,17,1,745.0,2,0,182.5,282.9,0.2215,266.5,66.8,14.46,42.8,204.4,109.8,94.6,1.16,0.89,73.0,100,14.13,206.6,191.1,2.0,0,0.775,0.685,1.929,0.0774,0.234,0.895,Medium-Low,Low
GC-LAP-00180,63,F,Services,15,1,689.0,0,0,160.5,499.2,0.1872,622.6,68.0,18.34,128.7,943.2,510.3,432.9,1.179,0.32,79.0,74,21.85,598.8,459.3,0.0,0,0.962,0.258,0.371,0.1361,0.802,0.18,Medium-Low,Low
GC-LAP-00181,47,M,Trading,2,2,739.0,1,0,96.6,428.4,0.0952,453.8,78.6,8.58,54.9,631.4,428.7,202.7,2.115,0.66,95.0,74,16.92,438.8,449.6,0.0,1,0.967,0.213,0.477,0.1752,0.568,0.363,Medium,Medium
GC-LAP-00182,35,M,Retail,11,3,730.0,2,2,66.8,193.6,0.1237,189.7,71.0,17.13,41.0,223.3,165.1,58.2,2.834,1.79,103.0,46,18.63,147.3,117.4,0.0,2,0.776,0.352,1.147,0.2789,0.614,0.527,Medium-High,High
GC-LAP-00183,33,M,Services,13,2,694.0,0,2,58.2,382.7,0.2554,371.2,57.0,24.95,115.0,386.4,81.8,304.6,0.268,1.79,60.0,65,8.27,371.8,359.3,0.0,0,1.002,0.157,0.191,0.1421,1.976,0.073,Medium,Medium
GC-LAP-00184,45,M,Manufacturing,13,2,636.0,3,0,117.9,447.5,0.1352,445.5,74.1,18.35,94.1,424.0,153.5,270.4,0.568,0.78,62.0,66,22.07,579.7,415.0,0.0,0,1.301,0.265,0.436,0.1872,0.798,0.372,Medium-Low,Low
GC-LAP-00185,40,M,Services,6,1,658.0,1,1,279.4,377.6,0.2663,382.5,49.6,27.37,120.4,441.5,200.9,240.6,0.835,1.62,118.0,25,13.24,290.8,265.7,0.0,0,0.76,0.73,1.161,0.0474,0.431,0.384,Low,Low
GC-LAP-00186,47,M,Retail,24,1,667.0,0,0,64.0,292.4,0.1896,299.7,60.0,20.15,68.5,109.5,27.3,82.2,0.332,1.53,90.0,32,19.72,278.0,230.5,0.0,0,0.928,0.214,0.779,0.3081,1.07,0.135,Low,Low
GC-LAP-00187,45,M,Trading,3,2,659.0,4,0,111.4,189.4,0.1611,191.0,60.3,26.4,56.9,241.5,92.8,148.7,0.624,1.68,50.0,40,18.71,161.2,170.8,0.0,0,0.844,0.583,0.749,0.168,0.511,0.703,Medium-Low,Low
GC-LAP-00188,41,M,Manufacturing,4,2,747.0,1,0,44.3,226.4,0.0927,249.0,61.9,27.68,79.7,318.9,155.1,163.7,0.948,0.62,67.0,37,28.77,230.5,237.5,0.0,2,0.926,0.178,0.271,0.6494,1.798,0.155,Medium-Low,Low
GC-LAP-00189,35,M,Retail,11,2,847.0,2,0,275.4,1364.9,0.1862,1507.7,72.6,14.76,250.0,1357.8,231.8,1126.0,0.206,1.25,112.0,76,20.23,951.2,915.8,0.0,0,0.631,0.183,0.245,0.0735,0.908,0.207,Medium-Low,Low
GC-LAP-00190,29,M,Logistics,20,1,689.0,1,0,73.8,131.0,0.1136,109.4,88.9,5.32,10.2,122.7,97.7,25.0,3.907,0.97,28.0,49,30.27,116.3,99.7,0.0,0,1.064,0.675,2.952,0.4102,0.139,1.622,Medium-High,High
GC-LAP-00191,38,M,Manufacturing,5,2,696.0,1,0,468.0,1120.1,0.304,1329.9,76.3,9.07,132.4,1619.1,1056.8,562.3,1.88,1.33,82.0,129,11.82,1024.1,944.9,0.0,0,0.77,0.352,0.832,0.0253,0.283,0.554,Medium,Medium
GC-LAP-00192,48,M,Food_Processing,8,1,684.0,3,1,158.3,1114.3,0.2028,1267.9,57.7,27.8,401.0,927.1,206.3,720.7,0.286,2.89,61.0,89,7.73,700.9,619.0,0.0,1,0.553,0.125,0.22,0.0488,2.533,0.102,Medium-Low,Low
GC-LAP-00193,43,M,Trading,15,1,771.0,4,2,302.9,120.7,0.2608,119.7,56.7,21.96,33.9,125.0,85.0,40.0,2.122,1.28,104.0,29,16.62,100.7,95.8,,1,0.842,2.53,7.567,0.0549,0.112,1.995,Medium-High,High
GC-LAP-00194,32,M,Food_Processing,9,1,745.0,4,0,42.3,194.1,0.1536,196.0,53.2,15.45,36.4,363.7,206.7,157.0,1.317,2.05,56.0,54,15.28,192.5,188.3,0.0,0,0.982,0.216,0.269,0.3612,0.861,0.826,Medium-Low,Low
GC-LAP-00195,43,M,Construction,8,3,719.0,5,0,27.1,241.9,0.2366,251.5,45.1,24.05,63.0,437.4,124.8,312.6,0.399,1.42,21.0,57,6.78,308.0,230.6,3.0,0,1.224,0.108,0.087,0.2502,2.326,0.538,Low,Low
GC-LAP-00196,45,M,Textiles,12,1,647.0,2,0,95.3,195.0,0.304,244.0,88.9,5.01,15.4,412.5,150.1,262.3,0.572,1.58,47.0,33,26.23,218.9,207.6,0.0,1,0.897,0.391,0.363,0.2752,0.161,1.673,Medium,Medium
GC-LAP-00197,34,M,Retail,11,3,661.0,4,0,123.0,196.3,0.2639,213.5,68.7,9.55,29.2,302.1,71.4,230.6,0.31,1.12,107.0,34,4.54,193.1,200.4,0.0,0,0.904,0.576,0.533,0.0369,0.237,1.429,Medium-Low,Low
GC-LAP-00198,43,M,Manufacturing,15,3,730.0,1,0,174.6,488.6,0.24,648.5,53.4,27.9,184.1,1473.0,513.5,959.5,0.535,2.07,10.0,39,18.25,700.9,727.1,0.0,1,1.081,0.269,0.182,0.1045,1.055,0.169,Low,Low
